BIC,Container Size,In/Out Gate,Full / Empty,Container Status,Destination,Trucker ID,Pick-up Time
1256835949,40,GateOut,Full,IMPORT,93009,,
-431909841,40,GateOut,Full,IMPORT,91330,,
-1073280741,20,GateOut,Full,IMPORT,90209,,
1096908860,40,GateOut,Full,IMPORT,92882,,
1165390414,40,GateOut,Full,IMPORT,91790,,
2113148478,45,GateOut,Full,IMPORT,92655,,
-1221276025,45,GateOut,Full,IMPORT,90398,,
-2131257991,40,GateOut,Full,IMPORT,91404,,
-1818230237,40,GateOut,Full,IMPORT,90077,,
-1877500076,40,GateOut,Full,IMPORT,92357,,
-14690510,40,GateOut,Full,IMPORT,91124,,
1753148005,40,GateOut,Full,IMPORT,90017,,
181907128,40,GateOut,Full,IMPORT,90406,,
973074976,40,GateOut,Full,IMPORT,91365,,
907990526,20,GateOut,Full,IMPORT,91007,,
1888618399,40,GateOut,Full,IMPORT,90661,,
-2105113386,40,GateOut,Full,IMPORT,91188,,
-1531356221,45,GateOut,Full,IMPORT,90711,,
-1004223657,40,GateOut,Full,IMPORT,91747,,
1510779903,40,GateOut,Full,IMPORT,90050,,
2117720778,40,GateOut,Full,IMPORT,92220,,
1876004020,40,GateOut,Full,IMPORT,91410,,
1672714324,40,GateOut,Full,IMPORT,92661,,
-1516773452,40,GateOut,Full,IMPORT,92241,,
-1575746398,45,GateOut,Full,IMPORT,90714,,
299493017,40,GateOut,Full,IMPORT,90853,,
-1616935042,45,GateOut,Full,IMPORT,90732,,
1696080476,45,GateOut,Full,IMPORT,91603,,
-2045042540,40,GateOut,Full,IMPORT,93093,,
1616073439,40,GateOut,Full,IMPORT,92382,,
-1005743770,20,GateOut,Full,IMPORT,91209,,
1208955629,40,GateOut,Full,IMPORT,91522,,
190937388,40,GateOut,Full,IMPORT,92274,,
1423764717,40,GateOut,Full,IMPORT,92867,,
690119954,40,GateOut,Full,IMPORT,93030,,
-1149588198,45,GateOut,Full,IMPORT,92628,,
-1970899425,20,GateOut,Full,IMPORT,92654,,
-388419063,40,GateOut,Full,IMPORT,91436,,
280088269,40,GateOut,Full,IMPORT,92656,,
11550432,20,GateOut,Full,IMPORT,91007,,
1509370234,40,GateOut,Full,IMPORT,90061,,
2001857897,45,GateOut,Full,IMPORT,92817,,
738953813,40,GateOut,Full,IMPORT,92375,,
683809158,40,GateOut,Full,IMPORT,93034,,
597532321,40,GateOut,Full,IMPORT,91129,,
627646677,40,GateOut,Full,IMPORT,92252,,
-1143685297,40,GateOut,Full,IMPORT,91306,,
1242305886,40,GateOut,Full,IMPORT,93066,,
-743853090,40,GateOut,Full,IMPORT,90261,,
187895995,40,GateOut,Full,IMPORT,92223,,
47580815,45,GateOut,Full,IMPORT,92359,,
-230725522,45,GateOut,Full,IMPORT,90620,,
-1138952200,40,GateOut,Full,IMPORT,91305,,
2031700434,20,GateOut,Full,IMPORT,91801,,
1659458104,45,GateOut,Full,IMPORT,93550,,
-312045573,53,GateOut,Full,IMPORT,92844,,
1697981856,40,GateOut,Full,IMPORT,92202,,
730447091,40,GateOut,Full,IMPORT,92610,,
1852213911,40,GateOut,Full,IMPORT,91202,,
2085815046,40,GateOut,Full,IMPORT,92879,,
-1781286998,40,GateOut,Full,IMPORT,92602,,
-1308515695,40,GateOut,Full,IMPORT,90398,,
-582659361,40,GateOut,Full,IMPORT,93586,,
-1617679133,40,GateOut,Full,IMPORT,92865,,
-441054343,40,GateOut,Full,IMPORT,90407,,
937069277,45,GateOut,Full,IMPORT,90701,,
622060954,40,GateOut,Full,IMPORT,91102,,
1707735029,20,GateOut,Full,IMPORT,91899,,
840161827,40,GateOut,Full,IMPORT,92255,,
-2085833490,40,GateOut,Full,IMPORT,92545,,
-571709368,40,GateOut,Full,IMPORT,92805,,
1048696094,40,GateOut,Full,IMPORT,92391,,
-998073834,40,GateOut,Full,IMPORT,90272,,
1631477336,20,GateOut,Full,IMPORT,91770,,
1534453924,40,GateOut,Full,IMPORT,92401,,
1585438047,40,GateOut,Full,IMPORT,92571,,
2130438217,40,GateOut,Full,IMPORT,90060,,
-1883878465,40,GateOut,Full,IMPORT,93010,,
630694127,40,GateOut,Full,IMPORT,91007,,
973719626,40,GateOut,Full,IMPORT,91724,,
882006120,40,GateOut,Full,IMPORT,90607,,
660259488,40,GateOut,Full,IMPORT,90017,,
-1708859707,45,GateOut,Full,IMPORT,91387,,
1786264697,20,GateOut,Full,IMPORT,91024,,
1263038362,40,GateOut,Full,IMPORT,90671,,
-1094163948,40,GateOut,Full,IMPORT,93015,,
-1382674208,40,GateOut,Full,IMPORT,92311,,
1964171493,40,GateOut,Full,IMPORT,92371,,
1927215490,40,GateOut,Full,IMPORT,92868,,
-1885849832,20,GateOut,Full,IMPORT,92334,,
369957179,45,GateOut,Full,IMPORT,90309,,
-1439443663,40,GateOut,Full,IMPORT,91495,,
2126258117,40,GateOut,Full,IMPORT,90272,,
-198801578,40,GateOut,Full,IMPORT,90012,,
1886429195,40,GateOut,Full,IMPORT,92650,,
-1814884193,40,GateOut,Full,IMPORT,90716,,
1675807350,45,GateOut,Full,IMPORT,91506,,
-835480095,40,GateOut,Full,IMPORT,90040,,
-242366926,40,GateOut,Full,IMPORT,90029,,
-1608152869,40,GateOut,Full,IMPORT,90221,,
632581142,40,GateOut,Full,IMPORT,93532,,
2014929957,20,GateOut,Full,IMPORT,92546,,
115285455,40,GateOut,Full,IMPORT,92398,,
997765387,40,GateOut,Full,IMPORT,90210,,
-820677519,45,GateOut,Full,IMPORT,90720,,
1574794447,40,GateOut,Full,IMPORT,90267,,
1281891877,40,GateOut,Full,IMPORT,92326,,
750717035,20,GateOut,Full,IMPORT,91413,,
-2009966164,40,GateOut,Full,IMPORT,92394,,
1915189985,20,GateOut,Full,IMPORT,91360,,
-1789269555,40,GateOut,Full,IMPORT,90733,,
1613258763,45,GateOut,Full,IMPORT,91791,,
1085931941,40,GateOut,Full,IMPORT,91204,,
1790983257,20,GateOut,Full,IMPORT,91745,,
-928917761,40,GateOut,Full,IMPORT,93004,,
-1175839468,40,GateOut,Full,IMPORT,90261,,
1641671840,40,GateOut,Full,IMPORT,92397,,
1535724671,40,GateOut,Full,IMPORT,91359,,
1157018128,40,GateOut,Full,IMPORT,92374,,
265275241,20,GateOut,Full,IMPORT,92277,,
478496847,20,GateOut,Full,IMPORT,92602,,
-590941798,40,GateOut,Full,IMPORT,92201,,
880191954,40,GateOut,Full,IMPORT,91360,,
-105035224,20,GateOut,Full,IMPORT,90831,,
-95751666,40,GateOut,Full,IMPORT,91342,,
-156175450,20,GateOut,Full,IMPORT,91771,,
1460791620,20,GateOut,Full,IMPORT,91745,,
1563663459,40,GateOut,Full,IMPORT,90744,,
1762179244,40,GateOut,Full,IMPORT,92662,,
-441932541,40,GateOut,Full,IMPORT,92637,,
-1901079809,40,GateOut,Full,IMPORT,91131,,
34440699,40,GateOut,Full,IMPORT,91618,,
488583303,40,GateOut,Full,IMPORT,91117,,
645300206,20,GateOut,Full,IMPORT,92803,,
-612764730,20,GateOut,Full,IMPORT,90245,,
-1901528770,40,GateOut,Full,IMPORT,92334,,
74431437,40,GateOut,Full,IMPORT,90310,,
-210263241,40,GateOut,Full,IMPORT,90510,,
1723240309,20,GateOut,Full,IMPORT,90272,,
-513897001,40,GateOut,Full,IMPORT,91495,,
-1755685590,40,GateOut,Full,IMPORT,90311,,
-1484567570,40,GateOut,Full,IMPORT,92203,,
-2014305688,20,GateOut,Full,IMPORT,91106,,
-146258998,40,GateOut,Full,IMPORT,90659,,
-2014114263,40,GateOut,Full,IMPORT,90209,,
746807128,40,GateOut,Full,IMPORT,92649,,
1866432704,40,GateOut,Full,IMPORT,92307,,
1916430840,40,GateOut,Full,IMPORT,91410,,
541466673,40,GateOut,Full,IMPORT,90221,,
735061348,40,GateOut,Full,IMPORT,90732,,
-199019522,40,GateOut,Full,IMPORT,92248,,
-1939005977,40,GateOut,Full,IMPORT,92709,,
1585452490,40,GateOut,Full,IMPORT,90734,,
98206108,40,GateOut,Full,IMPORT,92705,,
-1685861833,45,GateOut,Full,IMPORT,90610,,
-1670350224,20,GateOut,Full,IMPORT,92258,,
1584888650,40,GateOut,Full,IMPORT,92628,,
-34228107,40,GateOut,Full,IMPORT,90082,,
-79825320,40,GateOut,Full,IMPORT,92401,,
873534454,40,GateOut,Full,IMPORT,92274,,
338958897,45,GateOut,Full,IMPORT,92324,,
-48551194,20,GateOut,Full,IMPORT,93011,,
1316776382,20,GateOut,Full,IMPORT,92258,,
-980361765,40,GateOut,Full,IMPORT,92552,,
-48292039,40,GateOut,Full,IMPORT,91344,,
1123324487,40,GateOut,Full,IMPORT,92546,,
-595450665,40,GateOut,Full,IMPORT,91311,,
-2024338758,40,GateOut,Full,IMPORT,90503,,
-741673972,40,GateOut,Full,IMPORT,91116,,
713943877,40,GateOut,Full,IMPORT,90024,,
1877678337,45,GateOut,Full,IMPORT,91403,,
32215345,40,GateOut,Full,IMPORT,92701,,
325507354,40,GateOut,Full,IMPORT,90232,,
1318435709,45,GateOut,Full,IMPORT,90233,,
1444630726,45,GateOut,Full,IMPORT,92406,,
-95765620,40,GateOut,Full,IMPORT,91131,,
1756825388,40,GateOut,Full,IMPORT,91412,,
-2035685146,40,GateOut,Full,IMPORT,91390,,
569645238,40,GateOut,Full,IMPORT,92262,,
1113613166,45,GateOut,Full,IMPORT,90240,,
1859288560,40,GateOut,Full,IMPORT,90239,,
844316303,40,GateOut,Full,IMPORT,92834,,
1903745841,40,GateOut,Full,IMPORT,93031,,
1808098595,40,GateOut,Full,IMPORT,90746,,
-1800676252,40,GateOut,Full,IMPORT,90721,,
-238800266,40,GateOut,Full,IMPORT,90025,,
588787747,40,GateOut,Full,IMPORT,93035,,
172807470,40,GateOut,Full,IMPORT,91358,,
953874871,40,GateOut,Full,IMPORT,90087,,
281187257,40,GateOut,Full,IMPORT,92248,,
1551560481,40,GateOut,Full,IMPORT,91202,,
196822469,20,GateOut,Full,IMPORT,91413,,
645780105,40,GateOut,Full,IMPORT,90075,,
-935538691,40,GateOut,Full,IMPORT,92595,,
1106310020,20,GateOut,Full,IMPORT,92646,,
-965794027,40,GateOut,Full,IMPORT,90081,,
-1771886536,40,GateOut,Full,IMPORT,92604,,
-1482092777,40,GateOut,Full,IMPORT,90254,,
-1869910313,40,GateOut,Full,IMPORT,90745,,
326954748,45,GateOut,Full,IMPORT,91497,,
1303488535,20,GateOut,Full,IMPORT,92392,,
-2049989388,40,GateOut,Full,IMPORT,90607,,
2133428424,40,GateOut,Full,IMPORT,92656,,
-875454585,40,GateOut,Full,IMPORT,92234,,
98850036,40,GateOut,Full,IMPORT,90210,,
-1954637264,40,GateOut,Full,IMPORT,91333,,
1580810146,40,GateOut,Full,IMPORT,90899,,
-845519944,40,GateOut,Full,IMPORT,92653,,
-690104238,40,GateOut,Full,IMPORT,91502,,
-434517347,40,GateOut,Full,IMPORT,90069,,
13263971,20,GateOut,Full,IMPORT,93543,,
1691612217,40,GateOut,Full,IMPORT,92344,,
-302752072,20,GateOut,Full,IMPORT,91188,,
-999049367,40,GateOut,Full,IMPORT,91363,,
1886644573,40,GateOut,Full,IMPORT,91345,,
187015576,40,GateOut,Full,IMPORT,91343,,
1697923013,40,GateOut,Full,IMPORT,92340,,
-1643787637,40,GateOut,Full,IMPORT,91206,,
797800714,40,GateOut,Full,IMPORT,92612,,
-2060955490,40,GateOut,Full,IMPORT,90078,,
1419337821,40,GateOut,Full,IMPORT,92649,,
613075186,40,GateOut,Full,IMPORT,90302,,
-58643256,40,GateOut,Full,IMPORT,90027,,
-831548941,20,GateOut,Full,IMPORT,91118,,
1798542776,40,GateOut,Full,IMPORT,92838,,
838577472,40,GateOut,Full,IMPORT,91413,,
-1257397755,40,GateOut,Full,IMPORT,92378,,
-77713165,40,GateOut,Full,IMPORT,91502,,
-77713165,40,GateOut,Full,IMPORT,91502,,
1070601441,40,GateOut,Full,IMPORT,92286,,
861886217,40,GateOut,Full,IMPORT,92652,,
180781623,40,GateOut,Full,IMPORT,90805,,
-238070155,40,GateOut,Full,IMPORT,92883,,
1626640538,40,GateOut,Full,IMPORT,90059,,
1801808578,40,GateOut,Full,IMPORT,92277,,
-1708644494,20,GateOut,Full,IMPORT,92835,,
-220121257,40,GateOut,Full,IMPORT,91503,,
596488623,40,GateOut,Full,IMPORT,90060,,
2129331950,40,GateOut,Full,IMPORT,91362,,
1384056215,20,GateOut,Full,IMPORT,90004,,
-2052431947,40,GateOut,Full,IMPORT,91114,,
-771840748,40,GateOut,Full,IMPORT,92404,,
448857403,40,GateOut,Full,IMPORT,92844,,
1214250646,40,GateOut,Full,IMPORT,90011,,
1075806019,20,GateOut,Full,IMPORT,90743,,
-632295199,40,GateOut,Full,IMPORT,92614,,
38381225,40,GateOut,Full,IMPORT,92339,,
-2094192718,45,GateOut,Full,IMPORT,92590,,
1373311298,20,GateOut,Full,IMPORT,91333,,
438006348,40,GateOut,Full,IMPORT,92315,,
-1532563250,40,GateOut,Full,IMPORT,92834,,
1543407494,45,GateOut,Full,IMPORT,92366,,
1618689919,40,GateOut,Full,IMPORT,90035,,
-1935059216,40,GateOut,Full,IMPORT,92866,,
-948160335,40,GateOut,Full,IMPORT,91616,,
-644119172,45,GateOut,Full,IMPORT,91353,,
-1422054133,40,GateOut,Full,IMPORT,93551,,
-879056732,40,GateOut,Full,IMPORT,90637,,
455730632,40,GateOut,Full,IMPORT,90020,,
1285847572,40,GateOut,Full,IMPORT,91010,,
-1292778908,40,GateOut,Full,IMPORT,90291,,
-474923600,40,GateOut,Full,IMPORT,92320,,
1103970208,20,GateOut,Full,IMPORT,93535,,
-1572576799,40,GateOut,Full,IMPORT,91210,,
-1167802220,40,GateOut,Full,IMPORT,91363,,
-1735315314,40,GateOut,Full,IMPORT,93015,,
1728387198,40,GateOut,Full,IMPORT,91011,,
-108107827,45,GateOut,Full,IMPORT,90058,,
1410206121,20,GateOut,Full,IMPORT,90501,,
-326008474,40,GateOut,Full,IMPORT,90015,,
-544765399,40,GateOut,Full,IMPORT,92503,,
869246202,40,GateOut,Full,IMPORT,93033,,
-205201519,20,GateOut,Full,IMPORT,92503,,
-142299127,40,GateOut,Full,IMPORT,91784,,
-1671958141,40,GateOut,Full,IMPORT,92836,,
29497983,40,GateOut,Full,IMPORT,90610,,
1986011743,40,GateOut,Full,IMPORT,91507,,
-1661804698,40,GateOut,Full,IMPORT,91222,,
669334718,40,GateOut,Full,IMPORT,91207,,
1457516323,40,GateOut,Full,IMPORT,92627,,
-768210300,40,GateOut,Full,IMPORT,90211,,
-188744516,40,GateOut,Full,IMPORT,90077,,
-491569635,40,GateOut,Full,IMPORT,90834,,
-467730907,40,GateOut,Full,IMPORT,91393,,
-1684221659,45,GateOut,Full,IMPORT,90050,,
-777576402,40,GateOut,Full,IMPORT,91733,,
-490216066,40,GateOut,Full,IMPORT,90089,,
1979582127,40,GateOut,Full,IMPORT,91426,,
-1275539970,40,GateOut,Full,IMPORT,92710,,
839441617,40,GateOut,Full,IMPORT,90508,,
1960700453,40,GateOut,Full,IMPORT,90094,,
-1131394004,40,GateOut,Full,IMPORT,91755,,
-296765218,20,GateOut,Full,IMPORT,93016,,
-1940891361,40,GateOut,Full,IMPORT,92616,,
-593834306,40,GateOut,Full,IMPORT,92327,,
253621286,40,GateOut,Full,IMPORT,90408,,
-1613744764,40,GateOut,Full,IMPORT,90065,,
-913869902,40,GateOut,Full,IMPORT,92263,,
104862192,40,GateOut,Full,IMPORT,93015,,
1754821523,40,GateOut,Full,IMPORT,91722,,
1398523194,40,GateOut,Full,IMPORT,92397,,
1117544781,40,GateOut,Full,IMPORT,92628,,
-621816185,40,GateOut,Full,IMPORT,92709,,
618175766,20,GateOut,Full,IMPORT,91729,,
-108947275,20,GateOut,Full,IMPORT,91762,,
-925132999,40,GateOut,Full,IMPORT,92693,,
17830726,40,GateOut,Full,IMPORT,92364,,
-719803550,20,GateOut,Full,IMPORT,90059,,
-594959538,40,GateOut,Full,IMPORT,90506,,
1018973322,40,GateOut,Full,IMPORT,92698,,
181570564,40,GateOut,Full,IMPORT,93015,,
2127120408,40,GateOut,Full,IMPORT,92403,,
-1085438171,40,GateOut,Full,IMPORT,92591,,
731097294,40,GateOut,Full,IMPORT,90510,,
1246373223,40,GateOut,Full,IMPORT,92241,,
949908717,40,GateOut,Full,IMPORT,91107,,
-777078670,40,GateOut,Full,IMPORT,91224,,
1411903379,40,GateOut,Full,IMPORT,91110,,
-737526469,40,GateOut,Full,IMPORT,92418,,
-1824445425,40,GateOut,Full,IMPORT,92780,,
-1833998980,40,GateOut,Full,IMPORT,92323,,
-994800536,40,GateOut,Full,IMPORT,91411,,
383936699,40,GateOut,Full,IMPORT,90834,,
-1413133432,40,GateOut,Full,IMPORT,91109,,
-1711683387,40,GateOut,Full,IMPORT,91359,,
755203152,40,GateOut,Full,IMPORT,91329,,
-754670708,40,GateOut,Full,IMPORT,90272,,
1139713350,40,GateOut,Full,IMPORT,90050,,
716715680,40,GateOut,Full,IMPORT,92583,,
931422480,40,GateOut,Full,IMPORT,92834,,
-1567332407,40,GateOut,Full,IMPORT,92368,,
-1161362789,40,GateOut,Full,IMPORT,90062,,
-1984741266,40,GateOut,Full,IMPORT,91364,,
-1675822871,40,GateOut,Full,IMPORT,91003,,
1864162175,40,GateOut,Full,IMPORT,90401,,
1523836211,40,GateOut,Full,IMPORT,93023,,
-45289066,40,GateOut,Full,IMPORT,93020,,
-1899244442,40,GateOut,Full,IMPORT,90270,,
-106623156,40,GateOut,Full,IMPORT,92735,,
-952858550,40,GateOut,Full,IMPORT,92862,,
-513541982,20,GateOut,Full,IMPORT,92688,,
935976621,40,GateOut,Full,IMPORT,93004,,
-93489299,40,GateOut,Full,IMPORT,92309,,
1165072649,40,GateOut,Full,IMPORT,90847,,
767068578,40,GateOut,Full,IMPORT,90605,,
-904230006,40,GateOut,Full,IMPORT,90231,,
122223737,40,GateOut,Full,IMPORT,91182,,
-730958896,40,GateOut,Full,IMPORT,91706,,
-726299301,45,GateOut,Full,IMPORT,91376,,
1300207033,40,GateOut,Full,IMPORT,93023,,
820772032,40,GateOut,Full,IMPORT,90223,,
-65016184,40,GateOut,Full,IMPORT,90845,,
1465919454,20,GateOut,Full,IMPORT,92679,,
-1529972615,40,GateOut,Full,IMPORT,91201,,
326002575,45,GateOut,Full,IMPORT,92626,,
1195942461,40,GateOut,Full,IMPORT,91761,,
1844886439,40,GateOut,Full,IMPORT,90840,,
-1855250715,40,GateOut,Full,IMPORT,91402,,
-196452910,20,GateOut,Full,IMPORT,92507,,
1941152024,40,GateOut,Full,IMPORT,91201,,
175746793,40,GateOut,Full,IMPORT,91723,,
-1407033637,40,GateOut,Full,IMPORT,90261,,
-560165976,45,GateOut,Full,IMPORT,91208,,
524254057,20,GateOut,Full,IMPORT,92364,,
849207162,40,GateOut,Full,IMPORT,91399,,
1956513784,40,GateOut,Full,IMPORT,90222,,
-370570908,40,GateOut,Full,IMPORT,92596,,
-1597319497,40,GateOut,Full,IMPORT,90095,,
-1513080166,40,GateOut,Full,IMPORT,90605,,
-370315745,20,GateOut,Full,IMPORT,92698,,
-1030927330,40,GateOut,Full,IMPORT,91616,,
-1884634103,40,GateOut,Full,IMPORT,91360,,
-168014991,40,GateOut,Full,IMPORT,90662,,
2137872897,40,GateOut,Full,IMPORT,90266,,
-770513429,40,GateOut,Full,IMPORT,93535,,
-2119614128,40,GateOut,Full,IMPORT,92592,,
1166223277,40,GateOut,Full,IMPORT,93599,,
-1624755871,40,GateOut,Full,IMPORT,93062,,
2006062754,40,GateOut,Full,IMPORT,90723,,
626454920,40,GateOut,Full,IMPORT,92373,,
-1384801477,40,GateOut,Full,IMPORT,91383,,
-150522426,40,GateOut,Full,IMPORT,92555,,
699629289,40,GateOut,Full,IMPORT,91790,,
-520801829,45,GateOut,Full,IMPORT,91749,,
571588702,40,GateOut,Full,IMPORT,91497,,
-1028737858,40,GateOut,Full,IMPORT,92334,,
-2017554226,40,GateOut,Full,IMPORT,90804,,
-465005840,40,GateOut,Full,IMPORT,92825,,
993326460,40,GateOut,Full,IMPORT,92365,,
1703144193,40,GateOut,Full,IMPORT,91771,,
331457943,40,GateOut,Full,IMPORT,91617,,
-1955469591,40,GateOut,Full,IMPORT,90031,,
81244483,40,GateOut,Full,IMPORT,93064,,
268042457,20,GateOut,Full,IMPORT,90306,,
272775554,20,GateOut,Full,IMPORT,90301,,
-1577718730,40,GateOut,Full,IMPORT,90050,,
416509228,40,GateOut,Full,IMPORT,92394,,
420466507,40,GateOut,Full,IMPORT,92366,,
-1353642457,20,GateOut,Full,IMPORT,91040,,
-588490151,40,GateOut,Full,IMPORT,92567,,
390801685,45,GateOut,Full,IMPORT,90296,,
1007184714,40,GateOut,Full,IMPORT,91358,,
-1912725559,53,GateOut,Full,IMPORT,92248,,
90914131,40,GateOut,Full,IMPORT,92603,,
806988269,40,GateOut,Full,IMPORT,90040,,
-384161083,40,GateOut,Full,IMPORT,90220,,
387830,40,GateOut,Full,IMPORT,90840,,
-389961146,40,GateOut,Full,IMPORT,92551,,
-109251159,45,GateOut,Full,IMPORT,90057,,
-637531753,20,GateOut,Full,IMPORT,90809,,
-495367363,40,GateOut,Full,IMPORT,91764,,
-800003346,20,GateOut,Full,IMPORT,90007,,
-2077358936,40,GateOut,Full,IMPORT,92557,,
724337207,40,GateOut,Full,IMPORT,92385,,
580172020,40,GateOut,Full,IMPORT,90605,,
-601120422,40,GateOut,Full,IMPORT,90701,,
-232323830,40,GateOut,Full,IMPORT,92697,,
1534602092,40,GateOut,Full,IMPORT,91409,,
422033820,40,GateOut,Full,IMPORT,91399,,
257348169,40,GateOut,Full,IMPORT,92223,,
-1362830796,20,GateOut,Full,IMPORT,91801,,
70474634,40,GateOut,Full,IMPORT,92606,,
680726202,45,GateOut,Full,IMPORT,90018,,
2124686064,20,GateOut,Full,IMPORT,91016,,
-1578003016,40,GateOut,Full,IMPORT,93544,,
-1914331470,40,GateOut,Full,IMPORT,91608,,
-113904646,40,GateOut,Full,IMPORT,90051,,
-925183894,40,GateOut,Full,IMPORT,93062,,
-1200828829,40,GateOut,Full,IMPORT,93066,,
2110766922,40,GateOut,Full,IMPORT,91503,,
-1473053697,40,GateOut,Full,IMPORT,91342,,
323249005,40,GateOut,Full,IMPORT,92239,,
-1226855024,20,GateOut,Full,IMPORT,92870,,
-988306357,40,GateOut,Full,IMPORT,90502,,
-1962595243,45,GateOut,Full,IMPORT,92606,,
1483876620,40,GateOut,Full,IMPORT,92263,,
1933690011,40,GateOut,Full,IMPORT,91206,,
2012178959,40,GateOut,Full,IMPORT,92546,,
-741531827,20,GateOut,Full,IMPORT,91321,,
-1779986351,40,GateOut,Full,IMPORT,92506,,
949511635,40,GateOut,Full,IMPORT,91105,,
1026474024,40,GateOut,Full,IMPORT,93061,,
-1648989114,40,GateOut,Full,IMPORT,91306,,
1928279587,20,GateOut,Full,IMPORT,91762,,
-621140412,40,GateOut,Full,IMPORT,90507,,
899118401,40,GateOut,Full,IMPORT,90021,,
-581126912,40,GateOut,Full,IMPORT,91360,,
-1358099435,40,GateOut,Full,IMPORT,92879,,
-1192514945,40,GateOut,Full,IMPORT,91741,,
1430756892,40,GateOut,Full,IMPORT,91204,,
-713036511,40,GateOut,Full,IMPORT,91115,,
361383871,40,GateOut,Full,IMPORT,92327,,
-1308269893,40,GateOut,Full,IMPORT,91102,,
1496280787,40,GateOut,Full,IMPORT,92679,,
1681007219,40,GateOut,Full,IMPORT,90853,,
1966718400,20,GateOut,Full,IMPORT,90638,,
-2102832924,40,GateOut,Full,IMPORT,91384,,
-1482678075,20,GateOut,Full,IMPORT,92662,,
-1436016814,40,GateOut,Full,IMPORT,91776,,
1837650808,45,GateOut,Full,IMPORT,90233,,
-978394562,40,GateOut,Full,IMPORT,93094,,
-2067624332,40,GateOut,Full,IMPORT,90804,,
-1994566969,40,GateOut,Full,IMPORT,92610,,
-1796392311,20,GateOut,Full,IMPORT,90007,,
1667452837,20,GateOut,Full,IMPORT,92344,,
240723755,40,GateOut,Full,IMPORT,92841,,
-2067589059,40,GateOut,Full,IMPORT,91040,,
-526782727,40,GateOut,Full,IMPORT,91752,,
-1447737044,40,GateOut,Full,IMPORT,92539,,
2116582204,40,GateOut,Full,IMPORT,90005,,
-759590268,40,GateOut,Full,IMPORT,90847,,
1917858542,20,GateOut,Full,IMPORT,91804,,
-1106096597,40,GateOut,Full,IMPORT,90278,,
266790611,40,GateOut,Full,IMPORT,91766,,
1352305899,40,GateOut,Full,IMPORT,93021,,
592391679,40,GateOut,Full,IMPORT,91114,,
753255213,40,GateOut,Full,IMPORT,90060,,
247684890,40,GateOut,Full,IMPORT,92630,,
71990773,45,GateOut,Full,IMPORT,92571,,
-1658084298,40,GateOut,Full,IMPORT,90504,,
-1198274460,40,GateOut,Full,IMPORT,92659,,
-451099793,40,GateOut,Full,IMPORT,91021,,
-900772528,40,GateOut,Full,IMPORT,90017,,
1314379326,45,GateOut,Full,IMPORT,91202,,
-1635947915,20,GateOut,Full,IMPORT,93035,,
1201302595,40,GateOut,Full,IMPORT,90721,,
-110688073,40,GateOut,Full,IMPORT,92877,,
737242807,40,GateOut,Full,IMPORT,92592,,
-821285530,40,GateOut,Full,IMPORT,93550,,
-350230113,40,GateOut,Full,IMPORT,91106,,
1545883642,40,GateOut,Full,IMPORT,91896,,
-1285136346,40,GateOut,Full,IMPORT,90054,,
923304381,40,GateOut,Full,IMPORT,91335,,
-279774823,40,GateOut,Full,IMPORT,92606,,
2112378717,45,GateOut,Full,IMPORT,92507,,
1259291387,45,GateOut,Full,IMPORT,92563,,
-575003265,40,GateOut,Full,IMPORT,90404,,
-1343053867,40,GateOut,Full,IMPORT,92517,,
1294872778,40,GateOut,Full,IMPORT,91016,,
-389952460,45,GateOut,Full,IMPORT,91521,,
617707227,40,GateOut,Full,IMPORT,93062,,
1401589778,40,GateOut,Full,IMPORT,91799,,
-2052616629,40,GateOut,Full,IMPORT,92806,,
1329700862,40,GateOut,Full,IMPORT,90023,,
1607970464,45,GateOut,Full,IMPORT,90265,,
2116543746,40,GateOut,Full,IMPORT,90632,,
-1552681454,40,GateOut,Full,IMPORT,91114,,
1708413346,45,GateOut,Full,IMPORT,91601,,
-331223559,20,GateOut,Full,IMPORT,90302,,
-2110024348,45,GateOut,Full,IMPORT,92305,,
842868802,40,GateOut,Full,IMPORT,90651,,
1613247652,40,GateOut,Full,IMPORT,90733,,
-290922806,40,GateOut,Full,IMPORT,90803,,
361906709,40,GateOut,Full,IMPORT,91103,,
-490650710,20,GateOut,Full,IMPORT,92536,,
1198035340,20,GateOut,Full,IMPORT,91423,,
-474365066,40,GateOut,Full,IMPORT,92285,,
-1879168612,40,GateOut,Full,IMPORT,90403,,
1142903710,40,GateOut,Full,IMPORT,93562,,
-897335626,40,GateOut,Full,IMPORT,90660,,
1244372058,40,GateOut,Full,IMPORT,90620,,
1721952828,40,GateOut,Full,IMPORT,93016,,
-1675117738,40,GateOut,Full,IMPORT,90853,,
2039121937,20,GateOut,Full,IMPORT,90633,,
-296436966,40,GateOut,Full,IMPORT,91341,,
15802361,40,GateOut,Full,IMPORT,92366,,
1567907210,40,GateOut,Full,IMPORT,91604,,
999050736,20,GateOut,Full,IMPORT,92403,,
1048087451,40,GateOut,Full,IMPORT,92376,,
1106528923,40,GateOut,Full,IMPORT,91746,,
1440038667,40,GateOut,Full,IMPORT,90023,,
-1949936834,40,GateOut,Full,IMPORT,91387,,
-1727417306,40,GateOut,Full,IMPORT,90213,,
-129671429,40,GateOut,Full,IMPORT,90055,,
197939668,20,GateOut,Full,IMPORT,90026,,
316697020,40,GateOut,Full,IMPORT,90210,,
